conduct	complaint	nli_class	nli_contradiction_score	nli_entailment_score	nli_neutral_score	conflict
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, does a comercial trade with no relation with the company aiming to get benefit in public bidding.	neutral	0.2338143289089203	0.046514660120010376	0.7196710705757141	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, does a comercial trade with no relation with the company aiming to get benefit in public bidding.	neutral	0.21622084081172943	0.15022362768650055	0.6335554718971252	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, does a comercial trade with no relation with the company aiming to get benefit in public bidding.	contradiction	0.9443029165267944	0.007812987081706524	0.04788408800959587	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.20404838025569916	0.031016534194350243	0.7649350762367249	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.20282161235809326	0.011130401864647865	0.7860479950904846	no
Everyone must be treated with equality and transparency.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.06704080104827881	0.01366568636149168	0.9192934632301331	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.22748027741909027	0.009982570074498653	0.7625371813774109	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.12069346010684967	0.007815338671207428	0.8714911937713623	no
A work team leader cannot abuse their powers or authority.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.1605239361524582	0.006157711148262024	0.833318293094635	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.08294703811407089	0.006624624133110046	0.9104282855987549	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.022871660068631172	0.009998016059398651	0.9671303033828735	no
All work team members must have equal opportunities.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.1508069485425949	0.015339846722781658	0.8338531851768494	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.17975890636444092	0.006156844086945057	0.8140842318534851	no
Workplace haressment is prohibited.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.32738131284713745	0.00810505822300911	0.6645136475563049	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.16634316742420197	0.015423780307173729	0.818233072757721	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.12224870175123215	0.007566510234028101	0.8701847791671753	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	contradiction	0.5694634914398193	0.010612554848194122	0.41992390155792236	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.3605020046234131	0.004145720042288303	0.6353522539138794	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.24770012497901917	0.017895735800266266	0.7344041466712952	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.3814348876476288	0.006717365700751543	0.6118477582931519	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.492046594619751	0.007427541073411703	0.5005258917808533	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.1114688515663147	0.008617814630270004	0.879913330078125	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	contradiction	0.48991551995277405	0.02119002491235733	0.488894522190094	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.3220175504684448	0.006343994755297899	0.6716384291648865	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.23959606885910034	0.01143140159547329	0.7489725351333618	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.21908771991729736	0.009382459335029125	0.7715298533439636	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.40508702397346497	0.020688682794570923	0.5742243528366089	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.07156851142644882	0.006177277769893408	0.9222542643547058	no
Competition fraud is prohibited.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.05241480842232704	0.02046012133359909	0.9271250367164612	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.22665487229824066	0.0170181542634964	0.7563269138336182	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.24430976808071136	0.012803718447685242	0.7428865432739258	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.21594452857971191	0.009639321826398373	0.7744161486625671	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.23747552931308746	0.006426297128200531	0.7560981512069702	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.37214207649230957	0.01833878643810749	0.6095191240310669	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.40553873777389526	0.01470202300697565	0.5797592401504517	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.170844167470932	0.005798409692943096	0.8233574032783508	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.149007186293602	0.009493900462985039	0.8414989113807678	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.08709083497524261	0.011423966847360134	0.9014851450920105	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.03550199419260025	0.00947029609233141	0.95502769947052	yes
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.0366986021399498	0.005784681532531977	0.9575167298316956	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	contradiction	0.6304246187210083	0.005474254954606295	0.3641011714935303	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, offered bribe for a public agent in Exchange of tax fine exemption.	neutral	0.3187033534049988	0.03327774628996849	0.6480188369750977	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.12676338851451874	0.003887336002662778	0.8693492412567139	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.16942493617534637	0.005310441832989454	0.8252646327018738	no
Everyone must be treated with equality and transparency.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.18530820310115814	0.00431872857734561	0.8103731274604797	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.1563856303691864	0.003645321587100625	0.8399690389633179	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.3306957483291626	0.004344746470451355	0.6649595499038696	no
A work team leader cannot abuse their powers or authority.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.1630413681268692	0.003644048934802413	0.8333145976066589	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	contradiction	0.7078625559806824	0.002984594088047743	0.2891528904438019	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.21441255509853363	0.0036143946927040815	0.7819730639457703	no
All work team members must have equal opportunities.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.06743088364601135	0.002851930446922779	0.9297172427177429	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.09119682759046555	0.0034851161763072014	0.905318021774292	no
Workplace haressment is prohibited.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	contradiction	0.9806972742080688	0.0005461294203996658	0.018756598234176636	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.11018598824739456	0.003464926965534687	0.886349081993103	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.0852990671992302	0.0030820132233202457	0.9116189479827881	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.06435253471136093	0.002092770766466856	0.9335547089576721	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.014061102643609047	0.0008481535478495061	0.9850907325744629	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.09019962698221207	0.002821530681103468	0.9069787859916687	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.1581963151693344	0.002667840104550123	0.8391358852386475	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.08069576323032379	0.0020217380952090025	0.9172824621200562	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.18431934714317322	0.005167665425688028	0.8105130195617676	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.10830546170473099	0.003115423023700714	0.8885791301727295	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.05509044602513313	0.001960625173524022	0.9429489970207214	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	contradiction	0.745971143245697	0.004955198150128126	0.24907371401786804	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.15086260437965393	0.003522004932165146	0.8456153869628906	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.058302752673625946	0.0033337061759084463	0.9383635520935059	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.23443031311035156	0.0071007017977535725	0.7584689855575562	no
Competition fraud is prohibited.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.20307597517967224	0.0070757693611085415	0.789848268032074	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.25401571393013	0.010115566663444042	0.7358687520027161	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.21557943522930145	0.007574473973363638	0.7768461108207703	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.14468957483768463	0.0062452019192278385	0.8490651845932007	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.17461919784545898	0.005178980063647032	0.8202018737792969	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.17387360334396362	0.0071356832049787045	0.8189907073974609	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.2298421561717987	0.005608459934592247	0.7645493745803833	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.09541545808315277	0.0028043792117387056	0.9017801880836487	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.049592357128858566	0.0020682811737060547	0.9483394026756287	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.05243678390979767	0.0030324633698910475	0.944530725479126	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.05819403752684593	0.002557186409831047	0.9392487406730652	yes
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.08208508044481277	0.0031015495769679546	0.9148133397102356	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	contradiction	0.7022703886032104	0.004394745919853449	0.29333487153053284	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, pays a judge $1000,00 meal after the company favorable judicial decision	neutral	0.12280886620283127	0.0052530537359416485	0.8719381093978882	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.1042783334851265	0.14245714247226715	0.7532644867897034	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.09564032405614853	0.011137206107378006	0.8932225108146667	no
Everyone must be treated with equality and transparency.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.0554703027009964	0.02502584271132946	0.9195038676261902	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.06990713626146317	0.011099342256784439	0.9189935326576233	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.2960257828235626	0.01202806830406189	0.6919460892677307	no
A work team leader cannot abuse their powers or authority.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.4338485896587372	0.03507974371314049	0.5310717225074768	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, uses his company badge to preserve personal interest before de state.	contradiction	0.4979650676250458	0.026421941816806793	0.4756130278110504	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.03657705709338188	0.025080064311623573	0.9383428692817688	no
All work team members must have equal opportunities.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.08605679869651794	0.029410554096102715	0.8845326900482178	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.15798944234848022	0.016323933377861977	0.8256866335868835	no
Workplace haressment is prohibited.	A, employee, uses his company badge to preserve personal interest before de state.	contradiction	0.6135464906692505	0.015411565080285072	0.371041864156723	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.22694720327854156	0.03609011694788933	0.7369626760482788	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.20031027495861053	0.01600990630686283	0.7836798429489136	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.32969969511032104	0.012406447902321815	0.6578938961029053	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.07369391620159149	0.007804961875081062	0.918501079082489	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.18515364825725555	0.012362184934318066	0.8024842143058777	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.09785787761211395	0.010706827044487	0.8914353251457214	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, uses his company badge to preserve personal interest before de state.	contradiction	0.7164841294288635	0.010478196665644646	0.2730376720428467	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.22023996710777283	0.012002258561551571	0.7677578330039978	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.3787083625793457	0.029172221198678017	0.5921193957328796	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.14790016412734985	0.024988370016217232	0.8271114230155945	no
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.4317357838153839	0.042326584458351135	0.5259376168251038	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.3421359062194824	0.010546786710619926	0.6473172903060913	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.2475052922964096	0.03347025811672211	0.7190244197845459	no
Limiting, distorting or harming free competition and free enterprise is prohibited.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.04522748291492462	0.026411235332489014	0.9283613562583923	no
Competition fraud is prohibited.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.0653810054063797	0.04841434955596924	0.886204719543457	no
It is forbidden to make agreements, express or implied, with competitors with the intention to divide customers and territories.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.06286061555147171	0.044219035655260086	0.8929203152656555	no
It is prohibited to make agreements, express or implied, with competitors with the intention to stop purchasing products from specific suppliers.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.09822621196508408	0.037197619676589966	0.8645761609077454	no
It is prohibited to make agreements, express or implied, with competitors with the intention of fixing minimum price, maximum price or price stability.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.10800355672836304	0.018667638301849365	0.8733288049697876	no
Making express or implied agreements with competitors to accelerate obsolescence or discontinuity of obsolete products is prohibited.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.11815044283866882	0.02469770982861519	0.8571518063545227	no
It is prohibited to make agreements, express or implied, with competitors with the intention of limiting the quantity of products sold to each customer.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.18326790630817413	0.05116719380021095	0.7655649185180664	no
It is prohibited to make agreements, express or implied, with competitors with the intention to grant or extinguish price discounts.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.06308013945817947	0.029708176851272583	0.9072116613388062	no
Work team members cannot unequally treat customers with distinct characteristics.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.05861002206802368	0.013900349847972393	0.927489697933197	no
Work team members may not work for companies, or be partners with companies that operate in the same industry.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.32059580087661743	0.013926897197961807	0.6654772758483887	no
Work team members may not enter into agreements or transactions with Company competitors, except on behalf of the Company.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.06117275729775429	0.03999000042676926	0.8988372683525085	no
Work team members are responsible for acts of corruption that they perform to circumvent the laws to gain advantage for themselves or the Company by promising, inducing, offering, delivering or authorizing the delivery of objects or favors to public officials.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.2140371948480606	0.10976105183362961	0.6762018203735352	yes
Work team members are responsible for improperly obtaining from civil servants, customers or competitors objects or favors to the detriment of the Company.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.08733079582452774	0.05415426567196846	0.8585149645805359	no
Work team members cannot promise, offer, give or authorize the direct or indirect delivery of financial contributions to politicians or political parties on behalf of the Company.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.2481129765510559	0.03617677837610245	0.7157102823257446	no
Contributions to politicians or political parties in the countries in which they are accepted may only be made with the approval of the Company's Board of Directors.	A, employee, uses his company badge to preserve personal interest before de state.	neutral	0.35228389501571655	0.03830409795045853	0.6094120740890503	no
Whenever there's a doubt, company lawyers must always be consulted.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.0729963630437851	0.009227435104548931	0.9177761673927307	no
Respect differences in gender, sexual identity, sexual orientation, religion, races, cultures, nationalities, social classes, ages and characteristics.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.06730251759290695	0.00459716422483325	0.9281003475189209	no
Everyone must be treated with equality and transparency.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.03337492048740387	0.004091337323188782	0.9625337719917297	no
Obey the limits of human rights to human dignity, personal worth, life, freedom, freedom of expression and opinion, free association, work and education.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.07965218275785446	0.0036268047988414764	0.9167210459709167	no
A leadership position cannot be used to solicit personal favors or services from staff members.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.11587873101234436	0.0038736616261303425	0.8802475929260254	no
A work team leader cannot abuse their powers or authority.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.07188291102647781	0.0029896856285631657	0.9251273274421692	no
Intervention in the private lives of members of the work team is prohibited.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.14057891070842743	0.004425853490829468	0.8549952507019043	no
It is forbidden to use alcohol and illicit drugs in the workplace.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.009978988207876682	0.0038542824331671	0.9861667156219482	no
All work team members must have equal opportunities.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.03144073486328125	0.0031163583043962717	0.9654428958892822	no
Forced labor, slave labor, child labor, sexual exploitation and human trafficking in the activities of the Company and its agents and business partners are prohibited.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.07332837581634521	0.008019323460757732	0.9186522960662842	no
Workplace haressment is prohibited.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	contradiction	0.6520715951919556	0.0035734560806304216	0.34435489773750305	no
Team leaders must promote the safety and health of everyone in the workplace.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.05716581270098686	0.0037802369333803654	0.9390538930892944	no
Work team members must not prevent or hinder the entry of labor inspectors, police officers or labor auditors.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.037848249077796936	0.003456296632066369	0.9586954116821289	no
Labor inspectors, police officers or labor auditors accompany must be performed by qualified personnel trained for this purpose.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.05678703263401985	0.0038386841770261526	0.9393743276596069	no
Staff members are responsible for the conservation and protection of Company assets, including data, information, facilities, machinery, equipment, vehicles and money.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	contradiction	0.5788908004760742	0.002227555029094219	0.4188815951347351	no
Information technology resources such as telephones, e-mail, internet access, software, hardware, and others available to members of the work are for work purposes only.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.10510187596082687	0.0035435555037111044	0.8913545608520508	no
Data, recordings, and information produced by staff members and kept in digital copy or on Company information systems are the sole property of the Company.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.13840970396995544	0.004722542129456997	0.856867790222168	no
Staff members must identify, store and secure records of all data produced, received and transmitted at the Company.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.07274019718170166	0.0035233835224062204	0.9237363934516907	no
The destruction of data required by court to be used in legal litigation is a crime and harms the Company.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.027099795639514923	0.003192838514223695	0.9697073698043823	no
If the staff member is unsure about which data to submit or what to do with the data, Company lawyers must be consulted.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.06628629565238953	0.006507350131869316	0.9272063374519348	no
The privacy of registration, information, operation and contract data of customers, suppliers and business partners must be preserved by staff members.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.255733847618103	0.00363136432133615	0.7406347990036011	yes
Team members are prohibited from promising, offering or giving, directly or indirectly, advantages, favors, gifts or anything to influence Company customers and customer representatives.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.1198110282421112	0.00612713722512126	0.8740618228912354	no
Work team members are required to draw up objective contracts without ambiguity or omission in accordance with local law.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.13537558913230896	0.003504921915009618	0.8611195087432861	no
Work team members who drafted the contract are responsible for errors in the contract and may be dismissed.	A, employee, uses confidential information, obtained from his work, to blackmail the company owners.	neutral	0.0710529237985611	0.005686879623681307	0.9232601523399353	no
